"  DateTime","Temp.[C]"
"2020/9/21 7:39:01","+23.3434"
"2020/9/21 7:39:21","+23.3434"
"2020/9/21 7:39:41","+23.3434"
"2020/9/21 7:40:01","+23.3434"
"2020/9/21 7:40:21","+23.3434"
"2020/9/21 7:40:41","+23.3434"
"2020/9/21 7:41:01","+23.3434"
"2020/9/21 7:41:21","+23.3434"
"2020/9/21 7:41:41","+23.3434"
"2020/9/21 7:42:01","+23.3434"
"2020/9/21 7:42:21","+23.3434"
"2020/9/21 7:42:41","+23.3434"
"2020/9/21 7:43:01","+23.4059"
"2020/9/21 7:43:21","+23.4059"
"2020/9/21 7:43:41","+23.4059"
"2020/9/21 7:44:01","+23.4059"
"2020/9/21 7:44:21","+23.4059"
"2020/9/21 7:44:41","+23.4059"
"2020/9/21 7:45:01","+23.4059"
"2020/9/21 7:45:21","+23.4059"
"2020/9/21 7:45:41","+23.4059"
"2020/9/21 7:46:01","+23.4059"
"2020/9/21 7:46:21","+23.4059"
"2020/9/21 7:46:41","+23.4059"
"2020/9/21 7:47:01","+23.4059"
"2020/9/21 7:47:21","+23.4059"
"2020/9/21 7:47:41","+23.4059"
"2020/9/21 7:48:01","+23.4684"
"2020/9/21 7:48:21","+23.4684"
"2020/9/21 7:48:41","+23.4684"
"2020/9/21 7:49:01","+23.4684"
"2020/9/21 7:49:21","+23.4684"
"2020/9/21 7:49:41","+23.4684"
"2020/9/21 7:50:01","+23.4684"
"2020/9/21 7:50:21","+23.4684"
"2020/9/21 7:50:41","+23.4684"
"2020/9/21 7:51:01","+23.4684"
"2020/9/21 7:51:21","+23.4684"
"2020/9/21 7:51:41","+23.4684"
"2020/9/21 7:52:01","+23.4684"
"2020/9/21 7:52:21","+23.4684"
"2020/9/21 7:52:41","+23.4684"
"2020/9/21 7:53:01","+23.4684"
"2020/9/21 7:53:21","+23.5310"
"2020/9/21 7:53:41","+23.5310"
"2020/9/21 7:54:01","+23.5310"
"2020/9/21 7:54:21","+23.5310"
"2020/9/21 7:54:41","+23.5310"
"2020/9/21 7:55:01","+23.5310"
"2020/9/21 7:55:21","+23.5310"
"2020/9/21 7:55:41","+23.5310"
"2020/9/21 7:56:01","+23.5935"
"2020/9/21 7:56:21","+23.7185"
"2020/9/21 7:56:41","+23.7185"
"2020/9/21 7:57:01","+23.7810"
