"  DateTime","Temp.[C]"
"2020/9/21 7:39:01","+23.0640"
"2020/9/21 7:39:21","+23.0640"
"2020/9/21 7:39:41","+23.0640"
"2020/9/21 7:40:01","+23.0640"
"2020/9/21 7:40:21","+23.0640"
"2020/9/21 7:40:41","+23.0640"
"2020/9/21 7:41:01","+23.1265"
"2020/9/21 7:41:21","+23.1265"
"2020/9/21 7:41:41","+23.0640"
"2020/9/21 7:42:01","+23.0640"
"2020/9/21 7:42:21","+23.1265"
"2020/9/21 7:42:41","+23.1265"
"2020/9/21 7:43:01","+23.1265"
"2020/9/21 7:43:21","+23.1265"
"2020/9/21 7:43:41","+23.1265"
"2020/9/21 7:44:01","+23.1265"
"2020/9/21 7:44:21","+23.1265"
"2020/9/21 7:44:41","+23.1265"
"2020/9/21 7:45:01","+23.1265"
"2020/9/21 7:45:21","+23.1265"
"2020/9/21 7:45:41","+23.1265"
"2020/9/21 7:46:01","+23.1265"
"2020/9/21 7:46:21","+23.1265"
"2020/9/21 7:46:41","+23.1265"
"2020/9/21 7:47:01","+23.1265"
"2020/9/21 7:47:21","+23.1265"
"2020/9/21 7:47:41","+23.1265"
"2020/9/21 7:48:01","+23.1890"
"2020/9/21 7:48:21","+23.1890"
"2020/9/21 7:48:41","+23.1890"
"2020/9/21 7:49:01","+23.1890"
"2020/9/21 7:49:21","+23.1890"
"2020/9/21 7:49:41","+23.1890"
"2020/9/21 7:50:01","+23.1890"
"2020/9/21 7:50:21","+23.1890"
"2020/9/21 7:50:41","+23.1890"
"2020/9/21 7:51:01","+23.1890"
"2020/9/21 7:51:21","+23.1890"
"2020/9/21 7:51:41","+23.2515"
"2020/9/21 7:52:01","+23.2515"
"2020/9/21 7:52:21","+23.2515"
"2020/9/21 7:52:41","+23.2515"
"2020/9/21 7:53:01","+23.2515"
"2020/9/21 7:53:21","+23.2515"
"2020/9/21 7:53:41","+23.2515"
"2020/9/21 7:54:01","+23.2515"
"2020/9/21 7:54:21","+23.2515"
"2020/9/21 7:54:41","+23.2515"
"2020/9/21 7:55:01","+23.3141"
"2020/9/21 7:55:21","+23.3141"
"2020/9/21 7:55:41","+23.3141"
"2020/9/21 7:56:01","+23.3766"
"2020/9/21 7:56:21","+23.4391"
"2020/9/21 7:56:41","+23.5016"
"2020/9/21 7:57:01","+23.5642"
"2020/9/21 7:57:21","+23.6267"
"2020/9/21 7:57:41","+23.6892"
"2020/9/21 7:58:01","+23.8142"
"2020/9/21 7:58:21","+23.8768"
"2020/9/21 7:58:41","+24.0018"
"2020/9/21 7:59:01","+24.1268"
"2020/9/21 7:59:21","+24.2518"
"2020/9/21 7:59:41","+24.3769"
"2020/9/21 8:00:01","+24.6269"
"2020/9/21 8:00:21","+24.8769"
"2020/9/21 8:00:41","+25.1270"
"2020/9/21 8:01:01","+25.3145"
"2020/9/21 8:01:21","+25.5020"
"2020/9/21 8:01:41","+25.6895"
"2020/9/21 8:02:01","+25.8145"
"2020/9/21 8:02:21","+25.9395"
"2020/9/21 8:02:41","+26.0019"
"2020/9/21 8:03:01","+26.0019"
"2020/9/21 8:03:21","+26.0644"
"2020/9/21 8:03:41","+26.0644"
"2020/9/21 8:04:01","+26.1269"
"2020/9/21 8:04:21","+26.1269"
"2020/9/21 8:04:41","+26.1894"
"2020/9/21 8:05:01","+26.1894"
"2020/9/21 8:05:21","+26.1894"
"2020/9/21 8:05:41","+26.1894"
"2020/9/21 8:06:01","+26.1894"
"2020/9/21 8:06:21","+27.4391"
"2020/9/21 8:06:41","+29.6880"
"2020/9/21 8:07:01","+30.6247"
"2020/9/21 8:07:21","+31.1243"
"2020/9/21 8:07:41","+31.4989"
"2020/9/21 8:08:01","+31.8111"
