"  DateTime","Temp.[C]"
"2020/9/21 10:40:41","+26.2616"
"2020/9/21 10:41:01","+26.2616"
"2020/9/21 10:41:21","+26.2616"
"2020/9/21 10:41:41","+26.2616"
"2020/9/21 10:42:01","+26.2616"
"2020/9/21 10:42:21","+26.2616"
"2020/9/21 10:42:41","+26.2616"
"2020/9/21 10:43:01","+26.2616"
"2020/9/21 10:43:21","+26.2616"
"2020/9/21 10:43:41","+26.3241"
"2020/9/21 10:44:01","+26.3241"
"2020/9/21 10:44:21","+26.3241"
"2020/9/21 10:44:41","+26.3241"
"2020/9/21 10:45:01","+26.3241"
"2020/9/21 10:45:21","+26.3241"
"2020/9/21 10:45:41","+26.3241"
"2020/9/21 10:46:01","+26.9489"
"2020/9/21 10:46:21","+29.1973"
"2020/9/21 10:46:41","+30.3210"
"2020/9/21 10:47:01","+31.0700"
"2020/9/21 10:47:21","+31.6940"
"2020/9/21 10:47:41","+32.1308"
"2020/9/21 10:48:01","+32.4428"
"2020/9/21 10:48:21","+32.7547"
"2020/9/21 10:48:41","+33.0042"
"2020/9/21 10:49:01","+33.2537"
"2020/9/21 10:49:21","+33.3785"
"2020/9/21 10:49:41","+33.5032"
"2020/9/21 10:50:01","+33.6903"
"2020/9/21 10:50:21","+33.6903"
"2020/9/21 10:50:41","+33.6903"
"2020/9/21 10:51:01","+33.8150"
"2020/9/21 10:51:21","+33.8774"
"2020/9/21 10:51:41","+33.9398"
"2020/9/21 10:52:01","+33.8774"
"2020/9/21 10:52:21","+33.8774"
"2020/9/21 10:52:41","+33.8774"
"2020/9/21 10:53:01","+33.8774"
"2020/9/21 10:53:21","+33.8150"
"2020/9/21 10:53:41","+33.8150"
"2020/9/21 10:54:01","+33.8774"
"2020/9/21 10:54:21","+33.8150"
"2020/9/21 10:54:41","+33.8774"
"2020/9/21 10:55:01","+33.9398"
"2020/9/21 10:55:21","+34.0021"
"2020/9/21 10:55:41","+34.0021"
"2020/9/21 10:56:01","+34.0021"
"2020/9/21 10:56:21","+34.0645"
"2020/9/21 10:56:41","+34.1269"
"2020/9/21 10:57:01","+34.1269"
"2020/9/21 10:57:21","+34.0645"
"2020/9/21 10:57:41","+34.0645"
"2020/9/21 10:58:01","+34.0645"
"2020/9/21 10:58:21","+34.0645"
"2020/9/21 10:58:41","+34.0645"
"2020/9/21 10:59:01","+34.2516"
"2020/9/21 10:59:21","+34.3763"
"2020/9/21 10:59:41","+34.4387"
"2020/9/21 11:00:01","+34.4387"
"2020/9/21 11:00:21","+34.4387"
"2020/9/21 11:00:41","+34.5634"
"2020/9/21 11:01:01","+34.6257"
"2020/9/21 11:01:21","+34.6257"
"2020/9/21 11:01:41","+34.6881"
"2020/9/21 11:02:01","+34.6257"
"2020/9/21 11:02:21","+34.5634"
"2020/9/21 11:02:41","+34.5634"
"2020/9/21 11:03:01","+34.5634"
"2020/9/21 11:03:21","+34.6257"
"2020/9/21 11:03:41","+34.6257"
"2020/9/21 11:04:01","+34.6257"
"2020/9/21 11:04:21","+34.6257"
"2020/9/21 11:04:41","+34.6257"
"2020/9/21 11:05:01","+34.6257"
"2020/9/21 11:05:21","+34.5634"
"2020/9/21 11:05:41","+34.5634"
"2020/9/21 11:06:01","+34.5634"
"2020/9/21 11:06:21","+34.5010"
"2020/9/21 11:06:41","+34.5010"
"2020/9/21 11:07:01","+34.5010"
"2020/9/21 11:07:21","+34.5634"
"2020/9/21 11:07:41","+34.5634"
"2020/9/21 11:08:01","+34.5634"
"2020/9/21 11:08:21","+34.5634"
"2020/9/21 11:08:41","+34.5634"
"2020/9/21 11:09:01","+34.5634"
"2020/9/21 11:09:21","+34.5010"
"2020/9/21 11:09:41","+34.5010"
"2020/9/21 11:10:01","+34.5010"
"2020/9/21 11:10:21","+34.5010"
"2020/9/21 11:10:41","+34.5010"
"2020/9/21 11:11:01","+34.5010"
"2020/9/21 11:11:21","+34.5010"
